customer_id,age,gender,item_purchased,category,purchase_amount,location,size,color,season,review_rating,subscription_status,shipping_type,discount_applied,promo_code_used,previous_purchases,payment_method,frequency_of_purchases,review_imputed,purchases_per_year,dataset_block,spend_x_frequency,high_value_flag,low_value_flag,high_repeat_flag,low_repeat_flag,promo_dependency_score,promo_flag,satisfaction_flag,high_satisfaction,low_satisfaction,age_band,loyalty_score_A,loyalty_score_B,loyalty_tier_A,loyalty_tier_B,premium_shipping,digital_payment,category_code,segment_code,segment_label
1757,49,Male,Jewelry,Accessories,55.0,New Hampshire,S,Cyan,Fall,2.8,0,Free Shipping,0,0,14,Bank Transfer,Weekly,0,52,organic_block,2860.0,0,0,0,0,0.0,0,0,0,1,Mid-Age (35-49),0.3535918367346938,0.4874515306122449,Medium,Medium,0,0,0,S0,General Buyers
1758,19,Male,Dress,Clothing,94.0,Michigan,L,Yellow,Fall,3.6,0,Standard,0,0,48,Debit Card,Annually,0,1,organic_block,94.0,1,0,1,0,0.0,0,0,0,0,Teen (18-24),0.3757551020408163,0.8795459183673469,Medium,High,0,1,1,S1,High-Value Loyal
1759,27,Male,Hat,Accessories,56.0,Pennsylvania,M,Silver,Winter,4.3,0,Free Shipping,0,0,17,Venmo,Bi-Weekly,0,26,organic_block,1456.0,0,0,0,0,0.0,0,1,0,0,Young Adult (25-34),0.3645082032813125,0.5971326530612245,Medium,Medium,0,1,0,S0,General Buyers
1760,68,Male,Sweater,Clothing,58.0,Louisiana,L,Green,Spring,4.0,0,Next Day Air,0,0,1,Paypal,Weekly,0,52,organic_block,3016.0,0,0,0,1,0.0,0,1,0,0,Senior (50-70),0.37,0.50625,Medium,Medium,1,1,1,S0,General Buyers
1761,20,Male,Skirt,Clothing,44.0,Minnesota,Xl,Peach,Spring,3.5,0,Standard,0,0,39,Paypal,Weekly,0,52,organic_block,2288.0,0,0,1,0,0.0,0,0,0,0,Teen (18-24),0.5626530612244898,0.6088775510204081,High,High,0,1,1,S0,General Buyers
1762,21,Male,Hoodie,Clothing,95.0,Hawaii,S,Green,Fall,4.9,0,2-Day Shipping,0,0,24,Cash,Weekly,0,52,organic_block,4940.0,1,0,0,0,0.0,0,1,1,0,Teen (18-24),0.5828163265306123,0.8394719387755102,High,High,1,0,1,S1,High-Value Loyal
1763,36,Male,Sandals,Footwear,42.0,Idaho,M,Brown,Summer,3.1,0,Express,0,0,41,Bank Transfer,Fortnightly,0,26,organic_block,1092.0,0,0,1,0,0.0,0,0,0,0,Mid-Age (35-49),0.4154469787915166,0.5863316326530612,Medium,Medium,1,0,2,S0,General Buyers
1764,37,Male,Jewelry,Accessories,93.0,Vermont,M,Lavender,Winter,3.9,0,Store Pickup,0,0,28,Paypal,Annually,0,1,organic_block,93.0,1,0,0,0,0.0,0,0,0,0,Mid-Age (35-49),0.2773061224489795,0.7911301020408162,Low,High,0,1,0,S1,High-Value Loyal
1765,61,Male,Dress,Clothing,56.0,Delaware,M,Charcoal,Summer,3.0,0,Store Pickup,0,0,34,Venmo,Quarterly,0,4,organic_block,224.0,0,0,0,0,0.0,0,0,0,0,Senior (50-70),0.2567466986794717,0.6058673469387755,Low,High,0,1,1,S0,General Buyers
1766,68,Male,Hoodie,Clothing,88.0,New Mexico,M,Orange,Spring,4.1,0,2-Day Shipping,0,0,41,Venmo,Quarterly,0,4,organic_block,352.0,1,0,1,0,0.0,0,1,0,0,Senior (50-70),0.3876038415366146,0.8475816326530612,Medium,High,1,1,1,S1,High-Value Loyal
1767,60,Male,Sweater,Clothing,54.0,Alaska,S,Cyan,Winter,4.3,0,2-Day Shipping,0,0,27,Cash,Bi-Weekly,0,26,organic_block,1404.0,0,0,0,0,0.0,0,1,0,0,Senior (50-70),0.4257326930772308,0.6394030612244898,Medium,High,1,0,1,S0,General Buyers
1768,69,Male,Jewelry,Accessories,89.0,Minnesota,L,Lavender,Fall,3.8,0,2-Day Shipping,0,0,46,Debit Card,Fortnightly,0,26,organic_block,2314.0,1,0,1,0,0.0,0,0,0,0,Senior (50-70),0.5020592236894758,0.8594668367346938,High,High,1,1,0,S1,High-Value Loyal
1769,25,Male,Sandals,Footwear,45.0,Nebraska,M,Indigo,Summer,3.9,0,2-Day Shipping,0,0,2,Paypal,Every 3 Months,0,4,organic_block,180.0,0,0,0,1,0.0,0,0,0,0,Young Adult (25-34),0.132828331332533,0.4484770408163265,Low,Medium,1,1,2,S0,General Buyers
1770,32,Male,Socks,Clothing,75.0,Alaska,L,Brown,Winter,4.3,0,Free Shipping,0,0,45,Cash,Monthly,0,12,organic_block,900.0,0,0,1,0,0.0,0,1,0,0,Young Adult (25-34),0.4673093237294918,0.8231147959183673,High,High,0,0,1,S0,General Buyers
1771,53,Male,Backpack,Accessories,22.0,Michigan,M,Pink,Fall,4.3,0,Express,0,0,34,Bank Transfer,Weekly,0,52,organic_block,1144.0,0,1,0,0,0.0,0,1,0,0,Senior (50-70),0.5960408163265306,0.5351173469387756,High,Medium,1,0,0,S0,General Buyers
1772,46,Male,Shirt,Clothing,82.0,Indiana,Xl,Turquoise,Fall,4.7,0,Store Pickup,0,0,9,Credit Card,Annually,0,1,organic_block,82.0,1,0,0,1,0.0,0,1,1,0,Mid-Age (35-49),0.2249795918367347,0.6940663265306123,Low,High,0,1,1,S1,High-Value Loyal
1773,58,Male,Shoes,Footwear,34.0,Hawaii,M,Gold,Summer,3.1,0,2-Day Shipping,0,0,1,Bank Transfer,Annually,0,1,organic_block,34.0,0,1,0,1,0.0,0,0,0,0,Senior (50-70),0.048,0.3472499999999999,Low,Low,1,0,2,S5,Low-Value Occasional
1774,21,Male,Coat,Outerwear,92.0,West Virginia,M,Blue,Summer,2.7,0,Free Shipping,0,0,17,Paypal,Annually,0,1,organic_block,92.0,1,0,0,0,0.0,0,0,0,1,Teen (18-24),0.1139591836734694,0.6586326530612245,Low,High,0,1,3,S1,High-Value Loyal
1775,46,Male,Sweater,Clothing,78.0,New York,M,Lavender,Spring,3.7,0,Express,0,0,6,Paypal,Weekly,0,52,organic_block,4056.0,0,0,0,1,0.0,0,0,0,0,Mid-Age (35-49),0.3766122448979592,0.6012602040816326,Medium,High,1,1,1,S0,General Buyers
1776,18,Male,Jacket,Outerwear,47.0,Iowa,M,Violet,Spring,3.3,0,2-Day Shipping,0,0,12,Cash,Bi-Weekly,0,26,organic_block,1222.0,0,0,0,1,0.0,0,0,0,0,Teen (18-24),0.2538959583833533,0.4722474489795918,Low,Medium,1,0,3,S0,General Buyers
1777,56,Male,Jacket,Outerwear,64.0,Arizona,L,Cyan,Summer,3.4,0,Free Shipping,0,0,10,Venmo,Every 3 Months,0,4,organic_block,256.0,0,0,0,1,0.0,0,0,0,0,Senior (50-70),0.1418079231692677,0.5424183673469388,Low,Medium,0,1,3,S0,General Buyers
1778,18,Male,Sneakers,Footwear,44.0,Minnesota,L,Purple,Winter,4.7,0,Free Shipping,0,0,4,Cash,Fortnightly,0,26,organic_block,1144.0,0,0,0,1,0.0,0,1,1,0,Teen (18-24),0.3169163665466187,0.5023061224489795,Medium,Medium,0,0,2,S0,General Buyers
1779,49,Male,Belt,Accessories,94.0,Texas,M,Red,Winter,4.9,0,Store Pickup,0,0,8,Debit Card,Bi-Weekly,0,26,organic_block,2444.0,1,0,0,1,0.0,0,1,1,0,Mid-Age (35-49),0.357406162464986,0.7534642857142857,Medium,High,0,1,0,S1,High-Value Loyal
1780,29,Male,Scarf,Accessories,62.0,Virginia,M,Charcoal,Winter,4.3,0,Free Shipping,0,0,41,Venmo,Weekly,0,52,organic_block,3224.0,0,0,1,0,0.0,0,1,0,0,Young Adult (25-34),0.6388979591836734,0.7458316326530612,High,High,0,1,0,S0,General Buyers
1781,67,Male,Jewelry,Accessories,81.0,North Dakota,S,Gray,Summer,4.2,0,Next Day Air,0,0,49,Credit Card,Weekly,0,52,organic_block,4212.0,1,0,1,0,0.0,0,1,0,0,Senior (50-70),0.6798775510204081,0.8637729591836735,High,High,1,1,0,S1,High-Value Loyal
1782,31,Male,T-Shirt,Clothing,33.0,Iowa,M,Pink,Fall,3.7,0,Express,0,0,49,Bank Transfer,Quarterly,0,4,organic_block,132.0,0,1,1,0,0.0,0,0,0,0,Young Adult (25-34),0.4045834333733493,0.6237729591836736,Medium,High,1,0,1,S0,General Buyers
1783,52,Male,Pants,Clothing,88.0,Utah,M,Lavender,Fall,2.7,0,Next Day Air,0,0,40,Bank Transfer,Fortnightly,0,26,organic_block,2288.0,1,0,1,0,0.0,0,0,0,1,Senior (50-70),0.3773245298119247,0.7584795918367346,Medium,High,1,0,1,S1,High-Value Loyal
1784,42,Male,Handbag,Accessories,49.0,Ohio,L,Lavender,Winter,3.3,0,Free Shipping,0,0,30,Credit Card,Monthly,0,12,organic_block,588.0,0,0,0,0,0.0,0,0,0,0,Mid-Age (35-49),0.2954725890356142,0.5728341836734694,Low,Medium,0,1,0,S0,General Buyers
1785,32,Male,Backpack,Accessories,31.0,Louisiana,L,Yellow,Summer,4.8,0,Standard,0,0,4,Debit Card,Quarterly,0,4,organic_block,124.0,0,1,0,1,0.0,0,1,1,0,Young Adult (25-34),0.2170732292917166,0.4514311224489795,Low,Medium,0,1,0,S5,Low-Value Occasional
1786,47,Male,Gloves,Accessories,29.0,Iowa,S,Peach,Fall,4.1,0,Next Day Air,0,0,22,Venmo,Monthly,0,12,organic_block,348.0,0,1,0,0,0.0,0,1,0,0,Mid-Age (35-49),0.3104929971988795,0.4925178571428571,Medium,Medium,1,1,0,S0,General Buyers
1787,45,Male,Jacket,Outerwear,34.0,Maryland,M,Brown,Spring,4.6,0,2-Day Shipping,0,0,22,Venmo,Monthly,0,12,organic_block,408.0,0,1,0,0,0.0,0,1,1,0,Mid-Age (35-49),0.3504929971988795,0.5443928571428571,Medium,Medium,1,1,3,S0,General Buyers
1788,20,Male,Sweater,Clothing,38.0,Montana,L,Gold,Fall,4.9,0,2-Day Shipping,0,0,10,Bank Transfer,Quarterly,0,4,organic_block,152.0,0,1,0,1,0.0,0,1,1,0,Teen (18-24),0.2618079231692677,0.5186683673469388,Low,Medium,1,0,1,S5,Low-Value Occasional
1789,66,Male,Blouse,Clothing,41.0,Illinois,L,Pink,Summer,3.1,0,Store Pickup,0,0,23,Cash,Bi-Weekly,0,26,organic_block,1066.0,0,0,0,0,0.0,0,0,0,0,Senior (50-70),0.3052428971588635,0.4901198979591836,Medium,Medium,0,0,1,S0,General Buyers
1790,52,Male,Blouse,Clothing,34.0,Arizona,L,Peach,Spring,3.0,0,2-Day Shipping,0,0,43,Debit Card,Quarterly,0,4,organic_block,136.0,0,1,1,0,0.0,0,0,0,0,Senior (50-70),0.3118487394957983,0.5555357142857142,Medium,Medium,1,1,1,S0,General Buyers
1791,50,Male,Gloves,Accessories,26.0,North Carolina,S,Violet,Summer,3.7,0,Store Pickup,0,0,31,Paypal,Bi-Weekly,0,26,organic_block,676.0,0,1,0,0,0.0,0,0,0,0,Senior (50-70),0.4022224889955982,0.5013112244897959,Medium,Medium,0,1,0,S0,General Buyers
1792,62,Male,Jeans,Clothing,98.0,Montana,S,Purple,Winter,4.0,0,Store Pickup,0,0,38,Cash,Annually,0,1,organic_block,98.0,1,0,1,0,0.0,0,1,0,0,Senior (50-70),0.3465306122448979,0.8700255102040816,Medium,High,0,0,1,S1,High-Value Loyal
1793,38,Male,Sneakers,Footwear,59.0,Iowa,M,Peach,Fall,3.0,0,Express,0,0,22,Debit Card,Every 3 Months,0,4,organic_block,236.0,0,0,0,0,0.0,0,0,0,0,Mid-Age (35-49),0.1832773109243697,0.5577678571428571,Low,Medium,1,1,2,S0,General Buyers
1794,65,Male,Hat,Accessories,92.0,Iowa,S,White,Fall,3.8,0,Store Pickup,0,0,45,Cash,Every 3 Months,0,4,organic_block,368.0,1,0,1,0,0.0,0,0,0,0,Senior (50-70),0.388093637454982,0.8674897959183673,Medium,High,0,0,0,S1,High-Value Loyal
1795,60,Male,Backpack,Accessories,40.0,Ohio,L,Indigo,Spring,3.7,0,Express,0,0,21,Debit Card,Fortnightly,0,26,organic_block,1040.0,0,0,0,0,0.0,0,0,0,0,Senior (50-70),0.3409979991996799,0.5115408163265307,Medium,Medium,1,1,0,S0,General Buyers
1796,68,Male,Jeans,Clothing,20.0,Wisconsin,S,Violet,Fall,4.0,0,2-Day Shipping,0,0,9,Debit Card,Fortnightly,0,26,organic_block,520.0,0,1,0,1,0.0,0,1,0,0,Senior (50-70),0.2915286114445778,0.3808163265306122,Low,Low,1,1,1,S5,Low-Value Occasional
1797,62,Male,Skirt,Clothing,35.0,South Carolina,S,Brown,Spring,3.1,0,Store Pickup,0,0,34,Venmo,Weekly,0,52,organic_block,1820.0,0,1,0,0,0.0,0,0,0,0,Senior (50-70),0.5000408163265306,0.5199923469387755,High,Medium,0,1,1,S0,General Buyers
1798,62,Male,Belt,Accessories,35.0,Oregon,L,Maroon,Spring,3.9,0,2-Day Shipping,0,0,26,Venmo,Weekly,0,52,organic_block,1820.0,0,1,0,0,0.0,0,0,0,0,Senior (50-70),0.5150612244897959,0.5271760204081632,High,Medium,1,1,0,S0,General Buyers
1799,40,Male,Dress,Clothing,82.0,North Dakota,L,Magenta,Winter,3.7,0,Express,0,0,1,Cash,Weekly,0,52,organic_block,4264.0,1,0,0,1,0.0,0,0,0,0,Mid-Age (35-49),0.346,0.59325,Medium,Medium,1,0,1,S0,General Buyers
1800,32,Male,Hoodie,Clothing,48.0,California,M,Charcoal,Fall,3.9,0,Express,0,0,47,Venmo,Weekly,0,52,organic_block,2496.0,0,0,1,0,0.0,0,0,0,0,Young Adult (25-34),0.6436326530612245,0.6911938775510204,High,High,1,1,1,S0,General Buyers
1801,22,Male,Coat,Outerwear,58.0,Mississippi,Xl,Indigo,Winter,2.7,0,Express,0,0,30,Credit Card,Weekly,0,52,organic_block,3016.0,0,0,0,0,0.0,0,0,0,1,Teen (18-24),0.4435510204081633,0.5762091836734694,Medium,Medium,1,1,3,S0,General Buyers
1802,33,Male,Sweater,Clothing,57.0,New Jersey,M,Turquoise,Spring,3.9,0,Express,0,0,48,Debit Card,Fortnightly,0,26,organic_block,1482.0,0,0,1,0,0.0,0,0,0,0,Young Adult (25-34),0.5223041216486595,0.7356709183673469,High,High,1,1,1,S0,General Buyers
1803,57,Male,Shorts,Clothing,96.0,Rhode Island,L,Turquoise,Winter,2.6,0,Store Pickup,0,0,31,Venmo,Bi-Weekly,0,26,organic_block,2496.0,1,0,0,0,0.0,0,0,0,1,Senior (50-70),0.3142224889955982,0.7415612244897959,Medium,High,0,1,1,S1,High-Value Loyal
1804,60,Male,Sneakers,Footwear,97.0,New Hampshire,S,Gray,Summer,3.5,0,Free Shipping,0,0,33,Venmo,Fortnightly,0,26,organic_block,2522.0,1,0,0,0,0.0,0,0,0,0,Senior (50-70),0.3984673869547819,0.810140306122449,Medium,High,0,1,2,S1,High-Value Loyal
1805,30,Male,Sweater,Clothing,42.0,Louisiana,L,Peach,Winter,4.4,0,Next Day Air,0,0,39,Credit Card,Weekly,0,52,organic_block,2184.0,0,0,1,0,0.0,0,1,0,0,Young Adult (25-34),0.6346530612244898,0.6541275510204082,High,High,1,1,1,S0,General Buyers
1806,41,Male,T-Shirt,Clothing,62.0,Arizona,L,Gold,Spring,4.9,0,Store Pickup,0,0,46,Debit Card,Weekly,0,52,organic_block,3224.0,0,0,1,0,0.0,0,1,1,0,Mid-Age (35-49),0.7175102040816327,0.807341836734694,High,High,0,1,1,S0,General Buyers
1807,58,Male,Handbag,Accessories,67.0,Rhode Island,M,Green,Fall,3.9,0,Standard,0,0,24,Venmo,Annually,0,1,organic_block,67.0,0,0,0,0,0.0,0,0,0,0,Senior (50-70),0.2528163265306122,0.6569719387755102,Low,High,0,1,0,S0,General Buyers
1808,34,Male,Sneakers,Footwear,46.0,Vermont,L,Gold,Summer,3.5,0,Standard,0,0,37,Venmo,Fortnightly,0,26,organic_block,1196.0,0,0,0,0,0.0,0,0,0,0,Young Adult (25-34),0.4229571828731492,0.6074234693877552,Medium,High,0,1,2,S0,General Buyers
1809,67,Male,Jacket,Outerwear,71.0,Tennessee,M,Lavender,Spring,4.3,0,Next Day Air,0,0,7,Debit Card,Monthly,0,12,organic_block,852.0,0,0,0,1,0.0,0,1,0,0,Senior (50-70),0.234656262505002,0.6117372448979591,Low,High,1,1,3,S0,General Buyers
1810,58,Male,Backpack,Accessories,99.0,Alaska,S,Blue,Fall,3.4,0,Free Shipping,0,0,6,Debit Card,Fortnightly,0,26,organic_block,2574.0,1,0,0,1,0.0,0,0,0,0,Senior (50-70),0.2251612645058023,0.6751352040816327,Low,High,0,1,0,S1,High-Value Loyal
1811,41,Male,Jeans,Clothing,28.0,Maryland,M,Magenta,Fall,2.7,0,Standard,0,0,16,Cash,Bi-Weekly,0,26,organic_block,728.0,0,1,0,0,0.0,0,0,0,1,Mid-Age (35-49),0.2303857543017207,0.373530612244898,Low,Low,0,0,1,S0,General Buyers
1812,42,Male,Belt,Accessories,77.0,Wisconsin,L,Blue,Summer,3.6,0,Standard,0,0,33,Bank Transfer,Annually,0,1,organic_block,77.0,0,0,0,0,0.0,0,0,0,0,Mid-Age (35-49),0.2839183673469387,0.7286403061224489,Low,High,0,0,0,S0,General Buyers
1813,50,Male,Boots,Footwear,63.0,Nevada,S,Blue,Summer,4.9,0,Express,0,0,18,Paypal,Bi-Weekly,0,26,organic_block,1638.0,0,0,0,0,0.0,0,1,1,0,Senior (50-70),0.4186306522609044,0.668859693877551,Medium,High,1,1,2,S0,General Buyers
1814,40,Male,Shorts,Clothing,62.0,Illinois,M,Olive,Spring,3.5,0,Free Shipping,0,0,24,Paypal,Weekly,0,52,organic_block,3224.0,0,0,0,0,0.0,0,0,0,0,Mid-Age (35-49),0.4708163265306123,0.6110969387755103,High,High,0,1,1,S0,General Buyers
1815,32,Male,Jeans,Clothing,92.0,Montana,M,White,Summer,3.8,0,Free Shipping,0,0,24,Cash,Quarterly,0,4,organic_block,368.0,1,0,0,0,0.0,0,0,0,0,Young Adult (25-34),0.2595222088835534,0.7603469387755102,Low,High,0,0,1,S1,High-Value Loyal
1816,51,Male,Shoes,Footwear,72.0,New Mexico,L,White,Winter,4.5,0,2-Day Shipping,0,0,48,Credit Card,Every 3 Months,0,4,organic_block,288.0,0,0,1,0,0.0,0,1,1,0,Senior (50-70),0.4624609843937575,0.8372959183673468,High,High,1,1,2,S0,General Buyers
1817,26,Male,Hat,Accessories,79.0,Virginia,M,Purple,Summer,4.0,0,Express,0,0,4,Cash,Weekly,0,52,organic_block,4108.0,0,0,0,1,0.0,0,1,0,0,Young Adult (25-34),0.3883673469387755,0.6134311224489796,Medium,High,1,0,0,S0,General Buyers
1818,32,Male,T-Shirt,Clothing,27.0,Delaware,M,White,Summer,4.7,0,Free Shipping,0,0,20,Cash,Weekly,0,52,organic_block,1404.0,0,1,0,0,0.0,0,1,1,0,Young Adult (25-34),0.5423265306122449,0.509563775510204,High,Medium,0,0,1,S0,General Buyers
1819,58,Male,Sunglasses,Accessories,39.0,North Carolina,M,White,Fall,3.8,0,Express,0,0,47,Debit Card,Every 3 Months,0,4,organic_block,156.0,0,1,1,0,0.0,0,0,0,0,Senior (50-70),0.4003385354141656,0.6458188775510204,Medium,High,1,1,0,S0,General Buyers
1820,51,Male,Socks,Clothing,86.0,Nevada,S,Peach,Spring,4.5,0,Next Day Air,0,0,50,Cash,Quarterly,0,4,organic_block,344.0,1,0,1,0,0.0,0,1,1,0,Senior (50-70),0.4747058823529412,0.90875,High,High,1,0,1,S1,High-Value Loyal
1821,19,Male,Shirt,Clothing,94.0,Washington,Xl,Gold,Fall,5.0,0,Express,0,0,31,Paypal,Monthly,0,12,organic_block,1128.0,1,0,0,0,0.0,0,1,1,0,Teen (18-24),0.4375950380152061,0.876811224489796,Medium,High,1,1,1,S1,High-Value Loyal
1822,57,Male,Shorts,Clothing,53.0,Maine,M,Teal,Spring,2.8,0,Express,0,0,29,Paypal,Quarterly,0,4,organic_block,212.0,0,0,0,0,0.0,0,0,0,1,Senior (50-70),0.2101344537815125,0.5552321428571428,Low,Medium,1,1,1,S0,General Buyers
1823,66,Male,Shirt,Clothing,85.0,Connecticut,S,Cyan,Summer,4.4,0,Standard,0,0,4,Cash,Annually,0,1,organic_block,85.0,1,0,0,1,0.0,0,1,0,0,Senior (50-70),0.1703673469387755,0.6636811224489796,Low,High,0,0,1,S1,High-Value Loyal
1824,62,Male,Socks,Clothing,50.0,Louisiana,L,Pink,Fall,4.7,0,Free Shipping,0,0,40,Bank Transfer,Bi-Weekly,0,26,organic_block,1300.0,0,0,1,0,0.0,0,1,1,0,Senior (50-70),0.5373245298119248,0.7122295918367346,High,High,0,0,1,S0,General Buyers
1825,58,Male,Pants,Clothing,47.0,Illinois,Xl,Magenta,Winter,3.8,0,Express,0,0,31,Cash,Monthly,0,12,organic_block,564.0,0,0,0,0,0.0,0,0,0,0,Senior (50-70),0.3415950380152061,0.5991862244897959,Medium,High,1,0,1,S0,General Buyers
1826,23,Male,Boots,Footwear,75.0,South Dakota,M,Pink,Winter,4.9,0,Next Day Air,0,0,41,Credit Card,Weekly,0,52,organic_block,3900.0,0,0,1,0,0.0,0,1,1,0,Teen (18-24),0.6868979591836735,0.8387066326530612,High,High,1,1,2,S0,General Buyers
1827,45,Male,T-Shirt,Clothing,60.0,Indiana,M,Turquoise,Winter,4.2,0,Express,0,0,44,Debit Card,Annually,0,1,organic_block,60.0,0,0,1,0,0.0,0,1,0,0,Mid-Age (35-49),0.399265306122449,0.7463877551020408,Medium,High,1,1,1,S0,General Buyers
1828,20,Male,T-Shirt,Clothing,36.0,Vermont,S,Pink,Spring,4.9,0,2-Day Shipping,0,0,31,Bank Transfer,Weekly,0,52,organic_block,1872.0,0,1,0,0,0.0,0,1,1,0,Teen (18-24),0.6256734693877551,0.617061224489796,High,High,1,0,1,S0,General Buyers
1829,33,Male,Coat,Outerwear,80.0,New Hampshire,L,Gray,Spring,3.9,0,Express,0,0,45,Cash,Every 3 Months,0,4,organic_block,320.0,0,0,1,0,0.0,0,0,0,0,Young Adult (25-34),0.396093637454982,0.8209897959183673,Medium,High,1,0,3,S0,General Buyers
1830,30,Male,Hat,Accessories,96.0,Oregon,M,White,Spring,4.9,0,2-Day Shipping,0,0,50,Credit Card,Quarterly,0,4,organic_block,384.0,1,0,1,0,0.0,0,1,1,0,Young Adult (25-34),0.5067058823529412,0.9765,High,High,1,1,0,S1,High-Value Loyal
1831,50,Male,Sunglasses,Accessories,80.0,Kansas,M,Blue,Winter,4.8,0,Express,0,0,7,Venmo,Annually,0,1,organic_block,80.0,0,0,0,1,0.0,0,1,1,0,Senior (50-70),0.220734693877551,0.6811122448979591,Low,High,1,1,0,S0,General Buyers
1832,62,Male,Blouse,Clothing,71.0,Maine,M,Cyan,Summer,3.3,0,Free Shipping,0,0,5,Bank Transfer,Every 3 Months,0,4,organic_block,284.0,0,0,0,1,0.0,0,0,0,0,Senior (50-70),0.1031956782713085,0.5415331632653061,Low,Medium,0,0,1,S0,General Buyers
1833,69,Male,Jewelry,Accessories,29.0,Louisiana,M,Blue,Fall,4.6,0,Free Shipping,0,0,48,Cash,Monthly,0,12,organic_block,348.0,0,1,1,0,0.0,0,1,1,0,Senior (50-70),0.5096766706682672,0.655170918367347,High,High,0,0,0,S0,General Buyers
1834,34,Male,Jewelry,Accessories,53.0,Louisiana,M,Yellow,Spring,4.5,0,2-Day Shipping,0,0,19,Paypal,Fortnightly,0,26,organic_block,1378.0,0,0,0,0,0.0,0,1,1,0,Young Adult (25-34),0.3927531012404962,0.6062117346938776,Medium,High,1,1,0,S0,General Buyers
1835,49,Male,Skirt,Clothing,35.0,Indiana,M,Charcoal,Summer,4.1,0,2-Day Shipping,0,0,39,Venmo,Fortnightly,0,26,organic_block,910.0,0,1,1,0,0.0,0,1,0,0,Mid-Age (35-49),0.4832020808323328,0.6055025510204081,High,High,1,1,1,S0,General Buyers
1836,65,Male,Scarf,Accessories,75.0,Kentucky,M,Lavender,Fall,3.2,0,2-Day Shipping,0,0,45,Credit Card,Quarterly,0,4,organic_block,300.0,0,0,1,0,0.0,0,0,0,0,Senior (50-70),0.340093637454982,0.7571147959183674,Medium,High,1,1,0,S0,General Buyers
1837,66,Male,Pants,Clothing,52.0,South Carolina,M,Teal,Fall,4.2,0,2-Day Shipping,0,0,35,Credit Card,Monthly,0,12,organic_block,624.0,0,0,0,0,0.0,0,1,0,0,Senior (50-70),0.3980848339335734,0.665469387755102,Medium,High,1,1,1,S0,General Buyers
1838,41,Male,Hat,Accessories,77.0,Montana,M,Beige,Winter,4.8,0,Free Shipping,0,0,8,Venmo,Monthly,0,12,organic_block,924.0,0,0,0,1,0.0,0,1,1,0,Mid-Age (35-49),0.2807787114845938,0.6730892857142857,Low,High,0,1,0,S0,General Buyers
1839,37,Male,Gloves,Accessories,24.0,Vermont,L,Blue,Fall,4.1,0,Next Day Air,0,0,11,Credit Card,Quarterly,0,4,organic_block,96.0,0,1,0,1,0.0,0,1,0,0,Mid-Age (35-49),0.2039303721488595,0.4145204081632653,Low,Low,1,1,0,S5,Low-Value Occasional
1840,32,Male,Shirt,Clothing,78.0,Mississippi,Xl,Purple,Winter,3.7,0,Store Pickup,0,0,32,Cash,Annually,0,1,organic_block,78.0,0,0,0,0,0.0,0,0,0,0,Young Adult (25-34),0.2857959183673469,0.7339132653061224,Low,High,0,0,1,S0,General Buyers
1841,42,Male,Sandals,Footwear,98.0,Wyoming,M,Gold,Winter,2.6,0,Store Pickup,0,0,46,Bank Transfer,Every 3 Months,0,4,organic_block,392.0,1,0,1,0,0.0,0,0,0,1,Mid-Age (35-49),0.2982160864345738,0.8268418367346939,Low,High,0,0,2,S1,High-Value Loyal
1842,31,Male,Socks,Clothing,57.0,Vermont,L,Blue,Winter,3.0,0,Standard,0,0,7,Paypal,Every 3 Months,0,4,organic_block,228.0,0,0,0,1,0.0,0,0,0,0,Young Adult (25-34),0.0914405762304922,0.4724872448979592,Low,Medium,0,1,1,S0,General Buyers
1843,61,Male,Handbag,Accessories,78.0,Alabama,M,Black,Summer,4.4,0,Express,0,0,1,Debit Card,Annually,0,1,organic_block,78.0,0,0,0,1,0.0,0,1,0,0,Senior (50-70),0.152,0.6177499999999999,Low,High,1,1,0,S0,General Buyers
1844,36,Male,Jacket,Outerwear,76.0,Kentucky,M,Charcoal,Fall,4.7,0,Next Day Air,0,0,32,Credit Card,Monthly,0,12,organic_block,912.0,0,0,0,0,0.0,0,1,1,0,Mid-Age (35-49),0.4197174869947979,0.7851632653061225,Medium,High,1,1,3,S0,General Buyers
1845,60,Male,Shorts,Clothing,26.0,South Dakota,M,Purple,Spring,2.7,0,2-Day Shipping,0,0,31,Credit Card,Annually,0,1,organic_block,26.0,0,1,0,0,0.0,0,0,0,1,Senior (50-70),0.1996734693877551,0.4413112244897959,Low,Medium,1,1,1,S0,General Buyers
1846,51,Male,Sandals,Footwear,78.0,Delaware,M,Orange,Winter,2.8,0,2-Day Shipping,0,0,39,Bank Transfer,Quarterly,0,4,organic_block,312.0,0,0,1,0,0.0,0,0,0,1,Senior (50-70),0.2713589435774309,0.7156275510204082,Low,High,1,0,2,S0,General Buyers
1847,68,Male,Scarf,Accessories,53.0,Wisconsin,M,Yellow,Summer,2.9,0,Standard,0,0,9,Venmo,Quarterly,0,4,organic_block,212.0,0,0,0,1,0.0,0,0,0,1,Senior (50-70),0.0956854741896758,0.4591913265306122,Low,Medium,0,1,0,S0,General Buyers
