customer_id,age,age_band,gender,category,season,location,purchase_amount,previous_purchases,purchases_per_year,spend_x_frequency,review_rating,subscription_status,discount_applied,promo_code_used,promo_dependency_score,promo_flag,satisfaction_flag,high_satisfaction,loyalty_score_A,loyalty_score_B,loyalty_tier_A,loyalty_tier_B,high_value_flag,high_repeat_flag,segment_code,segment_label,shipping_type,payment_method,premium_shipping,digital_payment
1961,57,Senior (50-70),Male,Clothing,Summer,Massachusetts,72.0,40,1,72.0,3.3,0,0,0,0.0,0,0,0,0.3027755102040816,0.7244795918367347,Low,High,0,1,S0,General Buyers,2-Day Shipping,Credit Card,1,1
1962,47,Mid-Age (35-49),Male,Footwear,Summer,Nevada,59.0,45,4,236.0,2.6,0,0,0,0.0,0,0,0,0.292093637454982,0.6511147959183674,Low,High,0,1,S0,General Buyers,Free Shipping,Debit Card,0,1
1963,40,Mid-Age (35-49),Male,Accessories,Fall,Iowa,45.0,20,26,1170.0,4.4,0,0,0,0.0,0,1,0,0.390875550220088,0.5703137755102041,Medium,Medium,0,0,S0,General Buyers,Standard,Paypal,0,1
1964,52,Senior (50-70),Male,Clothing,Spring,Michigan,30.0,11,52,1560.0,3.9,0,0,0,0.0,0,0,0,0.4232244897959183,0.4287704081632653,Medium,Medium,0,0,S5,Low-Value Occasional,Standard,Credit Card,0,1
1965,40,Mid-Age (35-49),Male,Clothing,Summer,West Virginia,51.0,50,12,612.0,4.6,0,0,0,0.0,0,1,1,0.521921568627451,0.761625,High,High,0,1,S0,General Buyers,Express,Debit Card,1,1
1966,67,Senior (50-70),Male,Clothing,Fall,Indiana,90.0,25,4,360.0,4.9,0,0,0,0.0,0,1,1,0.3536446578631453,0.8226989795918367,Medium,High,1,0,S1,High-Value Loyal,Express,Debit Card,1,1
1967,67,Senior (50-70),Male,Outerwear,Winter,Indiana,95.0,5,26,2470.0,3.7,0,0,0,0.0,0,0,0,0.2430388155262105,0.6705331632653062,Low,High,1,0,S1,High-Value Loyal,Express,Credit Card,1,1
1968,37,Mid-Age (35-49),Male,Clothing,Fall,Georgia,81.0,4,1,81.0,3.7,0,0,0,0.0,0,0,0,0.1143673469387755,0.6041811224489797,Low,High,1,0,S1,High-Value Loyal,Standard,Venmo,0,1
1969,67,Senior (50-70),Male,Clothing,Spring,Minnesota,70.0,25,52,3640.0,4.2,0,0,0,0.0,0,1,0,0.5329387755102041,0.6931989795918367,High,High,0,0,S0,General Buyers,Standard,Credit Card,0,1
1970,64,Senior (50-70),Male,Clothing,Winter,Louisiana,32.0,11,26,832.0,3.5,0,0,0,0.0,0,0,0,0.2637735094037615,0.4135204081632653,Low,Low,0,0,S5,Low-Value Occasional,Next Day Air,Bank Transfer,1,0
1971,28,Young Adult (25-34),Male,Accessories,Spring,Maryland,94.0,4,26,2444.0,2.9,0,0,0,0.0,0,0,0,0.1729163665466186,0.6130561224489797,Low,High,1,0,S1,High-Value Loyal,Next Day Air,Credit Card,1,1
1972,54,Senior (50-70),Male,Accessories,Spring,Pennsylvania,29.0,1,12,348.0,3.4,0,0,0,0.0,0,0,0,0.1259215686274509,0.343375,Low,Low,0,0,S5,Low-Value Occasional,Next Day Air,Venmo,1,1
1973,54,Senior (50-70),Male,Accessories,Summer,Louisiana,31.0,48,4,124.0,3.3,0,0,0,0.0,0,0,0,0.3664609843937574,0.5859209183673469,Medium,Medium,0,1,S0,General Buyers,Express,Paypal,1,1
1974,24,Teen (18-24),Male,Clothing,Fall,Maryland,20.0,9,4,80.0,4.5,0,0,0,0.0,0,1,1,0.2236854741896758,0.4108163265306122,Low,Low,0,0,S5,Low-Value Occasional,Standard,Venmo,0,1
1975,27,Young Adult (25-34),Male,Accessories,Winter,Tennessee,44.0,2,26,1144.0,4.6,0,0,0,0.0,0,1,1,0.296671468587435,0.4861020408163264,Low,Medium,0,0,S0,General Buyers,2-Day Shipping,Paypal,1,1
1976,53,Senior (50-70),Male,Outerwear,Fall,Illinois,77.0,4,4,308.0,2.9,0,0,0,0.0,0,0,0,0.0650732292917166,0.5386811224489796,Low,Medium,0,0,S0,General Buyers,Express,Cash,1,0
1977,32,Young Adult (25-34),Male,Accessories,Spring,Wyoming,51.0,43,26,1326.0,3.2,0,0,0,0.0,0,0,0,0.4356918767507003,0.6419107142857143,Medium,High,0,1,S0,General Buyers,Next Day Air,Paypal,1,1
1978,24,Teen (18-24),Male,Footwear,Summer,Florida,49.0,32,1,49.0,2.6,0,0,0,0.0,0,0,0,0.1977959183673469,0.5410382653061224,Low,Medium,0,0,S0,General Buyers,Free Shipping,Bank Transfer,0,0
1979,45,Mid-Age (35-49),Male,Accessories,Spring,Massachusetts,78.0,1,4,312.0,3.8,0,0,0,0.0,0,0,0,0.1187058823529411,0.5817499999999999,Low,Medium,0,0,S0,General Buyers,Store Pickup,Cash,0,0
1980,49,Mid-Age (35-49),Male,Clothing,Spring,Tennessee,98.0,38,26,2548.0,2.8,0,0,0,0.0,0,0,0,0.373079631852741,0.7980255102040816,Medium,High,1,1,S1,High-Value Loyal,Store Pickup,Debit Card,0,1
1981,51,Senior (50-70),Male,Footwear,Winter,Iowa,94.0,25,26,2444.0,4.4,0,0,0,0.0,0,1,0,0.4214877951180472,0.8101989795918367,Medium,High,1,0,S1,High-Value Loyal,Store Pickup,Paypal,0,1
1982,69,Senior (50-70),Male,Footwear,Summer,Michigan,91.0,42,4,364.0,4.7,0,0,0,0.0,0,1,1,0.4417262905162065,0.9018086734693878,Medium,High,1,1,S1,High-Value Loyal,Express,Paypal,1,1
1983,41,Mid-Age (35-49),Male,Accessories,Summer,Kansas,77.0,32,12,924.0,2.7,0,0,0,0.0,0,0,0,0.2597174869947979,0.6695382653061225,Low,High,0,0,S0,General Buyers,2-Day Shipping,Paypal,1,1
1984,59,Senior (50-70),Male,Accessories,Summer,Georgia,97.0,21,4,388.0,2.6,0,0,0,0.0,0,0,0,0.1451548619447779,0.6949158163265305,Low,High,1,0,S1,High-Value Loyal,Next Day Air,Debit Card,1,1
1985,26,Young Adult (25-34),Male,Clothing,Summer,West Virginia,58.0,26,26,1508.0,3.4,0,0,0,0.0,0,0,0,0.3476102440976391,0.5978010204081633,Medium,Medium,0,0,S0,General Buyers,2-Day Shipping,Paypal,1,1
1986,23,Teen (18-24),Male,Accessories,Spring,Tennessee,97.0,6,26,2522.0,3.9,0,0,0,0.0,0,0,0,0.2651612645058023,0.6963852040816326,Low,High,1,0,S1,High-Value Loyal,2-Day Shipping,Credit Card,1,1
1987,62,Senior (50-70),Male,Outerwear,Summer,Arkansas,48.0,14,4,192.0,3.4,0,0,0,0.0,0,0,0,0.166297719087635,0.4928265306122448,Low,Medium,0,0,S0,General Buyers,2-Day Shipping,Venmo,1,1
1988,69,Senior (50-70),Male,Accessories,Summer,Vermont,23.0,4,4,92.0,3.4,0,0,0,0.0,0,0,0,0.1050732292917166,0.3324311224489796,Low,Low,0,0,S5,Low-Value Occasional,Express,Cash,1,0
1989,46,Mid-Age (35-49),Male,Clothing,Winter,Virginia,79.0,26,52,4108.0,3.9,0,0,0,0.0,0,0,0,0.5150612244897959,0.7196760204081633,High,High,0,0,S0,General Buyers,Free Shipping,Bank Transfer,0,0
1990,35,Mid-Age (35-49),Male,Accessories,Spring,Maryland,42.0,39,26,1092.0,4.0,0,0,0,0.0,0,1,0,0.4752020808323329,0.6301275510204082,High,High,0,1,S0,General Buyers,Express,Paypal,1,1
1991,32,Young Adult (25-34),Male,Accessories,Spring,Connecticut,95.0,15,1,95.0,3.4,0,0,0,0.0,0,0,0,0.1577142857142857,0.7035535714285714,Low,High,1,0,S1,High-Value Loyal,2-Day Shipping,Paypal,1,1
1992,46,Mid-Age (35-49),Male,Footwear,Summer,Missouri,29.0,1,4,116.0,3.7,0,0,0,0.0,0,0,0,0.1107058823529412,0.361375,Low,Low,0,0,S5,Low-Value Occasional,Next Day Air,Venmo,1,1
1993,33,Young Adult (25-34),Male,Clothing,Winter,New Jersey,98.0,28,12,1176.0,4.9,0,0,0,0.0,0,1,1,0.4112276910764306,0.8730051020408164,Medium,High,1,0,S1,High-Value Loyal,2-Day Shipping,Venmo,1,1
1994,32,Young Adult (25-34),Male,Clothing,Spring,Arkansas,96.0,17,52,4992.0,5.0,0,0,0,0.0,0,1,1,0.5479591836734694,0.8141326530612244,High,High,1,0,S1,High-Value Loyal,Express,Cash,1,0
1995,33,Young Adult (25-34),Male,Accessories,Fall,Nevada,66.0,24,52,3432.0,2.9,0,0,0,0.0,0,0,0,0.4228163265306122,0.5925969387755102,Medium,Medium,0,0,S0,General Buyers,Next Day Air,Credit Card,1,1
1996,67,Senior (50-70),Male,Footwear,Spring,Missouri,80.0,29,4,320.0,3.0,0,0,0,0.0,0,0,0,0.2261344537815126,0.6853571428571428,Low,High,0,0,S0,General Buyers,Standard,Debit Card,0,1
1997,67,Senior (50-70),Male,Footwear,Summer,South Dakota,27.0,18,4,108.0,3.3,0,0,0,0.0,0,0,0,0.1827875150060023,0.415359693877551,Low,Low,0,0,S0,General Buyers,Next Day Air,Cash,1,0
1998,42,Mid-Age (35-49),Male,Accessories,Fall,Connecticut,25.0,10,26,650.0,4.7,0,0,0,0.0,0,1,1,0.3536510604241697,0.4497933673469387,Medium,Medium,0,0,S5,Low-Value Occasional,Express,Debit Card,1,1
1999,20,Teen (18-24),Male,Clothing,Fall,Vermont,45.0,19,4,180.0,3.4,0,0,0,0.0,0,0,0,0.1969099639855942,0.5052117346938776,Low,Medium,0,0,S0,General Buyers,2-Day Shipping,Cash,1,0
2000,39,Mid-Age (35-49),Male,Clothing,Winter,Tennessee,89.0,26,12,1068.0,4.6,0,0,0,0.0,0,1,1,0.3749827931172469,0.8054260204081632,Medium,High,1,0,S1,High-Value Loyal,2-Day Shipping,Debit Card,1,1
2001,26,Young Adult (25-34),Male,Accessories,Winter,California,27.0,25,26,702.0,3.6,0,0,0,0.0,0,0,0,0.3574877951180472,0.4690739795918367,Medium,Medium,0,0,S0,General Buyers,2-Day Shipping,Cash,1,0
2002,51,Senior (50-70),Male,Accessories,Winter,Wyoming,90.0,2,26,2340.0,2.6,0,0,0,0.0,0,0,0,0.1366714685874349,0.5673520408163265,Low,Medium,1,0,S0,General Buyers,Free Shipping,Debit Card,0,1
2003,31,Young Adult (25-34),Male,Clothing,Summer,New York,65.0,19,4,260.0,2.7,0,0,0,0.0,0,0,0,0.1409099639855942,0.5507117346938776,Low,Medium,0,0,S0,General Buyers,Express,Paypal,1,1
2004,68,Senior (50-70),Male,Footwear,Spring,Maine,72.0,32,4,288.0,3.1,0,0,0,0.0,0,0,0,0.2525018007202881,0.6716632653061225,Low,High,0,0,S0,General Buyers,Express,Cash,1,0
2005,44,Mid-Age (35-49),Male,Footwear,Fall,Georgia,70.0,13,26,1820.0,3.2,0,0,0,0.0,0,0,0,0.2520184073629452,0.5719744897959185,Low,Medium,0,0,S0,General Buyers,2-Day Shipping,Cash,1,0
2006,18,Teen (18-24),Male,Footwear,Winter,Tennessee,82.0,30,26,2132.0,3.4,0,0,0,0.0,0,0,0,0.3721000400160064,0.7232091836734694,Medium,High,1,0,S1,High-Value Loyal,Store Pickup,Paypal,0,1
2007,58,Senior (50-70),Male,Accessories,Fall,New Mexico,97.0,2,1,97.0,4.4,0,0,0,0.0,0,1,0,0.1581224489795918,0.7059770408163265,Low,High,1,0,S1,High-Value Loyal,Express,Credit Card,1,1
2008,26,Young Adult (25-34),Male,Clothing,Summer,Virginia,25.0,8,4,100.0,3.2,0,0,0,0.0,0,0,0,0.113563025210084,0.3495892857142857,Low,Low,0,0,S5,Low-Value Occasional,2-Day Shipping,Paypal,1,1
2009,57,Senior (50-70),Male,Clothing,Spring,Florida,48.0,27,4,192.0,2.5,0,0,0,0.0,0,0,0,0.1738895558223289,0.5051530612244898,Low,Medium,0,0,S0,General Buyers,Free Shipping,Paypal,0,1
2010,37,Mid-Age (35-49),Male,Footwear,Summer,Alabama,99.0,26,26,2574.0,3.8,0,0,0,0.0,0,0,0,0.379610244097639,0.8011760204081633,Medium,High,1,0,S1,High-Value Loyal,Next Day Air,Venmo,1,1
2011,24,Teen (18-24),Male,Clothing,Summer,Texas,21.0,3,26,546.0,4.4,0,0,0,0.0,0,1,0,0.2867939175670268,0.3785790816326531,Low,Low,0,0,S5,Low-Value Occasional,2-Day Shipping,Debit Card,1,1
2012,57,Senior (50-70),Male,Footwear,Spring,West Virginia,94.0,4,12,1128.0,3.7,0,0,0,0.0,0,0,0,0.1682889155662265,0.6610561224489797,Low,High,1,0,S1,High-Value Loyal,Express,Bank Transfer,1,0
2013,48,Mid-Age (35-49),Male,Clothing,Fall,Nevada,53.0,5,26,1378.0,3.2,0,0,0,0.0,0,0,0,0.2030388155262105,0.4567831632653061,Low,Medium,0,0,S0,General Buyers,Store Pickup,Cash,0,0
2014,39,Mid-Age (35-49),Male,Accessories,Winter,Virginia,70.0,25,4,280.0,4.9,0,0,0,0.0,0,1,1,0.3536446578631453,0.7351989795918368,Medium,High,0,0,S0,General Buyers,Standard,Debit Card,0,1
2015,51,Senior (50-70),Male,Clothing,Summer,Wisconsin,26.0,47,26,676.0,3.9,0,0,0,0.0,0,0,0,0.5161816726690676,0.5949438775510204,High,Medium,0,1,S0,General Buyers,Standard,Paypal,0,1
2016,57,Senior (50-70),Male,Accessories,Summer,Virginia,82.0,8,26,2132.0,4.5,0,0,0,0.0,0,1,1,0.325406162464986,0.6769642857142857,Medium,High,1,0,S1,High-Value Loyal,Next Day Air,Credit Card,1,1
2017,53,Senior (50-70),Male,Footwear,Winter,Maine,47.0,20,26,1222.0,3.4,0,0,0,0.0,0,0,0,0.310875550220088,0.5190637755102041,Medium,Medium,0,0,S0,General Buyers,Standard,Debit Card,0,1
2018,70,Senior (50-70),Male,Clothing,Winter,Massachusetts,32.0,42,4,128.0,4.1,0,0,0,0.0,0,1,0,0.3937262905162064,0.6076836734693877,Medium,High,0,1,S0,General Buyers,Next Day Air,Bank Transfer,1,0
2019,60,Senior (50-70),Male,Accessories,Fall,Arkansas,97.0,20,52,5044.0,4.5,0,0,0,0.0,0,1,1,0.5263265306122449,0.803813775510204,High,High,1,0,S1,High-Value Loyal,Store Pickup,Bank Transfer,0,0
2020,31,Young Adult (25-34),Male,Clothing,Winter,Idaho,68.0,23,26,1768.0,4.7,0,0,0,0.0,0,1,1,0.4332428971588636,0.7042448979591837,Medium,High,0,0,S0,General Buyers,Store Pickup,Cash,0,0
2021,41,Mid-Age (35-49),Male,Clothing,Winter,Pennsylvania,23.0,26,4,92.0,4.8,0,0,0,0.0,0,1,1,0.3517671068427371,0.5286760204081633,Medium,Medium,0,0,S0,General Buyers,Next Day Air,Cash,1,0
2022,62,Senior (50-70),Male,Accessories,Winter,Maine,33.0,48,4,132.0,4.4,0,0,0,0.0,0,1,0,0.4544609843937575,0.6606709183673469,Medium,High,0,1,S0,General Buyers,Standard,Venmo,0,1
2023,59,Senior (50-70),Male,Accessories,Winter,Alabama,38.0,16,26,988.0,4.0,0,0,0,0.0,0,1,0,0.3343857543017207,0.4952806122448979,Medium,Medium,0,0,S0,General Buyers,Store Pickup,Cash,0,0
2024,46,Mid-Age (35-49),Male,Clothing,Winter,Idaho,68.0,28,26,1768.0,4.1,0,0,0,0.0,0,1,0,0.4158551420568227,0.6937551020408163,Medium,High,0,0,S0,General Buyers,Store Pickup,Cash,0,0
2025,62,Senior (50-70),Male,Clothing,Fall,Arkansas,23.0,39,52,1196.0,3.7,0,0,0,0.0,0,0,0,0.5786530612244898,0.5290025510204082,High,Medium,0,1,S0,General Buyers,Express,Paypal,1,1
2026,42,Mid-Age (35-49),Male,Clothing,Summer,Delaware,29.0,43,26,754.0,3.0,0,0,0,0.0,0,0,0,0.4196918767507003,0.5336607142857144,Medium,Medium,0,1,S0,General Buyers,Express,Debit Card,1,1
2027,37,Mid-Age (35-49),Male,Accessories,Winter,Maine,35.0,45,4,140.0,3.6,0,0,0,0.0,0,0,0,0.372093637454982,0.6061147959183673,Medium,High,0,1,S0,General Buyers,Express,Bank Transfer,1,0
2028,50,Senior (50-70),Male,Footwear,Fall,Nebraska,73.0,50,4,292.0,4.8,0,0,0,0.0,0,1,1,0.4987058823529411,0.869875,High,High,0,1,S0,General Buyers,Standard,Credit Card,0,1
2029,29,Young Adult (25-34),Male,Footwear,Fall,Ohio,84.0,10,26,2184.0,3.7,0,0,0,0.0,0,0,0,0.2736510604241697,0.6479183673469389,Low,High,1,0,S1,High-Value Loyal,2-Day Shipping,Venmo,1,1
2030,25,Young Adult (25-34),Male,Accessories,Spring,Montana,23.0,40,4,92.0,4.6,0,0,0,0.0,0,1,1,0.4214813925570227,0.5881045918367347,Medium,Medium,0,1,S0,General Buyers,Next Day Air,Paypal,1,1
2031,66,Senior (50-70),Male,Accessories,Summer,New Mexico,67.0,38,12,804.0,2.8,0,0,0,0.0,0,0,0,0.3044521808723489,0.6624005102040816,Medium,High,0,1,S0,General Buyers,Standard,Credit Card,0,1
2032,21,Teen (18-24),Male,Clothing,Spring,North Carolina,51.0,2,12,612.0,4.0,0,0,0,0.0,0,1,0,0.1800440176070428,0.4807270408163265,Low,Medium,0,0,S0,General Buyers,Standard,Credit Card,0,1
2033,46,Mid-Age (35-49),Male,Clothing,Winter,South Carolina,36.0,13,1,36.0,4.2,0,0,0,0.0,0,1,0,0.209469387755102,0.4832244897959183,Low,Medium,0,0,S5,Low-Value Occasional,Next Day Air,Cash,1,0
2034,57,Senior (50-70),Male,Clothing,Summer,Illinois,55.0,33,1,55.0,3.6,0,0,0,0.0,0,0,0,0.2839183673469387,0.632390306122449,Low,High,0,0,S0,General Buyers,Express,Venmo,1,1
2035,61,Senior (50-70),Male,Clothing,Spring,Alabama,30.0,27,12,360.0,2.9,0,0,0,0.0,0,0,0,0.2451052420968387,0.4504030612244898,Low,Medium,0,0,S0,General Buyers,Store Pickup,Paypal,0,1
2036,53,Senior (50-70),Male,Clothing,Summer,Oklahoma,70.0,43,52,3640.0,4.1,0,0,0,0.0,0,1,0,0.6351428571428571,0.7790357142857143,High,High,0,1,S0,General Buyers,Express,Bank Transfer,1,0
2037,37,Mid-Age (35-49),Male,Clothing,Winter,Minnesota,63.0,46,52,3276.0,3.1,0,0,0,0.0,0,0,0,0.5735102040816327,0.7037168367346939,High,High,0,1,S0,General Buyers,Next Day Air,Cash,1,0
2038,39,Mid-Age (35-49),Male,Accessories,Summer,Illinois,87.0,7,26,2262.0,4.3,0,0,0,0.0,0,1,0,0.3032837134853942,0.6817372448979592,Medium,High,1,0,S1,High-Value Loyal,Express,Venmo,1,1
2039,53,Senior (50-70),Male,Clothing,Spring,Arkansas,70.0,35,26,1820.0,4.4,0,0,0,0.0,0,1,0,0.4827122849139656,0.756219387755102,High,High,0,0,S0,General Buyers,Next Day Air,Credit Card,1,1
2040,35,Mid-Age (35-49),Male,Clothing,Spring,Minnesota,51.0,31,26,1326.0,3.1,0,0,0,0.0,0,0,0,0.3542224889955983,0.5746862244897959,Medium,Medium,0,0,S0,General Buyers,Next Day Air,Debit Card,1,1
2041,69,Senior (50-70),Male,Accessories,Spring,South Carolina,25.0,42,4,100.0,2.9,0,0,0,0.0,0,0,0,0.2977262905162064,0.5050586734693878,Low,Medium,0,1,S0,General Buyers,Free Shipping,Venmo,0,1
2042,66,Senior (50-70),Male,Outerwear,Winter,New York,32.0,14,26,832.0,3.2,0,0,0,0.0,0,0,0,0.258140856342537,0.4108265306122449,Low,Low,0,0,S0,General Buyers,Next Day Air,Paypal,1,1
2043,19,Teen (18-24),Male,Footwear,Spring,Alabama,52.0,35,12,624.0,4.0,0,0,0,0.0,0,1,0,0.3820848339335734,0.653469387755102,Medium,High,0,0,S0,General Buyers,2-Day Shipping,Venmo,1,1
2044,47,Mid-Age (35-49),Male,Accessories,Summer,New York,33.0,49,52,1716.0,2.7,0,0,0,0.0,0,0,0,0.5598775510204081,0.5637729591836735,High,Medium,0,1,S0,General Buyers,Standard,Paypal,0,1
2045,49,Mid-Age (35-49),Male,Clothing,Spring,Missouri,68.0,17,26,1768.0,3.0,0,0,0,0.0,0,0,0,0.2605082032813125,0.5716326530612246,Low,Medium,0,0,S0,General Buyers,Free Shipping,Paypal,0,1
2046,31,Young Adult (25-34),Male,Accessories,Fall,Georgia,20.0,26,4,80.0,4.4,0,0,0,0.0,0,1,0,0.3197671068427371,0.4915510204081632,Medium,Medium,0,0,S0,General Buyers,Express,Paypal,1,1
2047,39,Mid-Age (35-49),Male,Clothing,Winter,Oklahoma,32.0,30,4,128.0,2.8,0,0,0,0.0,0,0,0,0.2162569027611044,0.4684591836734694,Low,Medium,0,0,S0,General Buyers,Free Shipping,Cash,0,0
2048,58,Senior (50-70),Male,Accessories,Summer,Connecticut,82.0,32,1,82.0,3.1,0,0,0,0.0,0,0,0,0.2377959183673469,0.7154132653061225,Low,High,1,0,S1,High-Value Loyal,Store Pickup,Cash,0,0
2049,45,Mid-Age (35-49),Male,Footwear,Winter,Michigan,64.0,35,4,256.0,3.9,0,0,0,0.0,0,0,0,0.3348691476590636,0.699969387755102,Medium,High,0,0,S0,General Buyers,Express,Bank Transfer,1,0
2050,68,Senior (50-70),Male,Footwear,Fall,Rhode Island,24.0,15,1,24.0,2.7,0,0,0,0.0,0,0,0,0.1017142857142857,0.3509285714285714,Low,Low,0,0,S0,General Buyers,Standard,Venmo,0,1
2051,35,Mid-Age (35-49),Male,Accessories,Summer,Mississippi,96.0,10,1,96.0,3.4,0,0,0,0.0,0,0,0,0.1271020408163265,0.6824183673469388,Low,High,1,0,S1,High-Value Loyal,Store Pickup,Debit Card,0,1
2052,65,Senior (50-70),Male,Clothing,Spring,Massachusetts,94.0,14,12,1128.0,3.8,0,0,0,0.0,0,0,0,0.2375134053621448,0.7180765306122449,Low,High,1,0,S1,High-Value Loyal,Free Shipping,Credit Card,0,1
2053,45,Mid-Age (35-49),Male,Accessories,Winter,New Hampshire,48.0,30,1,48.0,3.7,0,0,0,0.0,0,0,0,0.2735510204081632,0.5924591836734694,Low,Medium,0,0,S0,General Buyers,2-Day Shipping,Bank Transfer,1,0
2054,19,Teen (18-24),Male,Accessories,Spring,Wyoming,60.0,16,26,1560.0,4.5,0,0,0,0.0,0,1,1,0.3743857543017207,0.6215306122448979,Medium,High,0,0,S0,General Buyers,2-Day Shipping,Credit Card,1,1
2055,65,Senior (50-70),Male,Clothing,Spring,New Jersey,56.0,14,1,56.0,2.9,0,0,0,0.0,0,0,0,0.1115918367346938,0.4978265306122449,Low,Medium,0,0,S0,General Buyers,Express,Paypal,1,1
2056,28,Young Adult (25-34),Male,Accessories,Fall,Texas,33.0,28,52,1716.0,3.4,0,0,0,0.0,0,0,0,0.4873061224489796,0.4986301020408163,High,Medium,0,0,S0,General Buyers,2-Day Shipping,Bank Transfer,1,0
2057,55,Senior (50-70),Male,Accessories,Spring,Minnesota,46.0,29,12,552.0,4.4,0,0,0,0.0,0,1,0,0.3773501400560224,0.6206071428571428,Medium,High,0,0,S0,General Buyers,2-Day Shipping,Paypal,1,1
2058,66,Senior (50-70),Male,Clothing,Spring,South Dakota,37.0,5,4,148.0,4.2,0,0,0,0.0,0,1,0,0.1751956782713085,0.4467831632653061,Low,Medium,0,0,S5,Low-Value Occasional,Standard,Paypal,0,1
2059,29,Young Adult (25-34),Male,Clothing,Winter,Washington,98.0,17,4,392.0,3.3,0,0,0,0.0,0,0,0,0.1766650660264105,0.7208826530612245,Low,High,1,0,S1,High-Value Loyal,Store Pickup,Bank Transfer,0,0
2060,56,Senior (50-70),Male,Clothing,Spring,California,50.0,50,52,2600.0,3.7,0,0,0,0.0,0,0,0,0.6460000000000001,0.7032499999999999,High,High,0,1,S0,General Buyers,Express,Paypal,1,1
2061,21,Teen (18-24),Male,Accessories,Fall,Wisconsin,63.0,23,4,252.0,3.2,0,0,0,0.0,0,0,0,0.2053997599039616,0.5923698979591837,Low,Medium,0,0,S0,General Buyers,Next Day Air,Bank Transfer,1,0
2062,32,Young Adult (25-34),Male,Clothing,Summer,Michigan,70.0,22,1,70.0,2.6,0,0,0,0.0,0,0,0,0.1365714285714285,0.5818928571428572,Low,Medium,0,0,S0,General Buyers,Store Pickup,Debit Card,0,1
2063,54,Senior (50-70),Male,Outerwear,Fall,South Carolina,63.0,15,4,252.0,2.8,0,0,0,0.0,0,0,0,0.1244201680672268,0.5275535714285714,Low,Medium,0,0,S0,General Buyers,Standard,Cash,0,0
2064,61,Senior (50-70),Male,Clothing,Fall,Indiana,86.0,32,12,1032.0,2.9,0,0,0,0.0,0,0,0,0.2757174869947979,0.7209132653061224,Low,High,1,0,S1,High-Value Loyal,Standard,Cash,0,0
2065,31,Young Adult (25-34),Male,Footwear,Summer,Arkansas,99.0,5,12,1188.0,4.0,0,0,0,0.0,0,1,0,0.1984113645458183,0.7060331632653062,Low,High,1,0,S1,High-Value Loyal,2-Day Shipping,Bank Transfer,1,0
2066,27,Young Adult (25-34),Male,Footwear,Spring,Oregon,40.0,6,26,1040.0,2.9,0,0,0,0.0,0,0,0,0.1851612645058023,0.3870102040816326,Low,Low,0,0,S0,General Buyers,Free Shipping,Bank Transfer,0,0
2067,64,Senior (50-70),Male,Footwear,Fall,Illinois,92.0,44,26,2392.0,4.7,0,0,0,0.0,0,1,1,0.5618143257302921,0.9163877551020408,High,High,1,1,S1,High-Value Loyal,Store Pickup,Debit Card,0,1
2068,60,Senior (50-70),Male,Clothing,Fall,Maryland,21.0,23,26,546.0,3.1,0,0,0,0.0,0,0,0,0.3052428971588635,0.4026198979591837,Medium,Low,0,0,S0,General Buyers,2-Day Shipping,Cash,1,0
2069,70,Senior (50-70),Male,Accessories,Summer,Vermont,81.0,44,12,972.0,3.9,0,0,0,0.0,0,0,0,0.4291868747498999,0.8202627551020407,Medium,High,1,1,S1,High-Value Loyal,Store Pickup,Venmo,0,1
2070,36,Mid-Age (35-49),Male,Clothing,Fall,Texas,82.0,3,4,328.0,3.4,0,0,0,0.0,0,0,0,0.0989507803121248,0.5854540816326531,Low,Medium,1,0,S0,General Buyers,Free Shipping,Debit Card,0,1
2071,56,Senior (50-70),Male,Accessories,Spring,Nebraska,88.0,14,12,1056.0,3.1,0,0,0,0.0,0,0,0,0.1815134053621448,0.6498265306122449,Low,High,1,0,S1,High-Value Loyal,Express,Cash,1,0
2072,69,Senior (50-70),Male,Outerwear,Fall,South Carolina,100.0,37,4,400.0,4.8,0,0,0,0.0,0,1,1,0.4191140456182473,0.9216734693877552,Medium,High,1,0,S1,High-Value Loyal,Store Pickup,Paypal,0,1
2073,39,Mid-Age (35-49),Male,Accessories,Winter,Massachusetts,66.0,22,52,3432.0,3.9,0,0,0,0.0,0,0,0,0.4905714285714285,0.6423928571428571,High,High,0,0,S0,General Buyers,Next Day Air,Bank Transfer,1,0
2074,38,Mid-Age (35-49),Male,Accessories,Winter,Texas,25.0,2,4,100.0,3.5,0,0,0,0.0,0,0,0,0.100828331332533,0.3369770408163265,Low,Low,0,0,S5,Low-Value Occasional,Next Day Air,Paypal,1,1
2075,36,Mid-Age (35-49),Male,Accessories,Summer,Florida,53.0,44,26,1378.0,3.1,0,0,0,0.0,0,0,0,0.4338143257302921,0.6497627551020408,Medium,High,0,1,S0,General Buyers,Free Shipping,Debit Card,0,1
2076,46,Mid-Age (35-49),Male,Clothing,Fall,South Carolina,28.0,49,12,336.0,4.7,0,0,0,0.0,0,1,1,0.5237991196478592,0.6618979591836734,High,High,0,1,S0,General Buyers,Express,Debit Card,1,1
2077,59,Senior (50-70),Male,Accessories,Fall,Florida,23.0,22,26,598.0,4.6,0,0,0,0.0,0,1,1,0.4191204481792717,0.4962678571428571,Medium,Medium,0,0,S0,General Buyers,Free Shipping,Debit Card,0,1
